,season,round,home_club_position,away_club_position,home_club_cum_goals,away_club_cum_goals,home_club_cum_concede,away_club_cum_concede,home_recent_result,away_recent_result,result,multinomial_result,knn_result,tree_result
430,2014,8,3,17,11,8,5,7,12,6,1,1,1,1
431,2014,8,13,12,13,4,16,9,4,6,1,-1,1,1
432,2014,8,14,6,8,13,9,10,6,10,0,-1,-1,1
433,2014,8,20,5,4,10,15,10,4,7,-1,-1,-1,1
434,2014,8,18,15,7,11,14,12,3,8,1,-1,-1,1
435,2014,8,16,1,10,21,12,7,8,13,-1,-1,-1,-1
436,2014,8,2,9,14,9,7,7,8,5,1,1,1,1
437,2014,8,7,11,11,11,9,11,6,5,0,1,1,1
438,2014,8,19,4,3,12,10,10,4,7,-1,-1,-1,1
439,2014,8,10,8,6,10,8,8,7,5,1,-1,-1,-1
440,2014,9,18,5,8,13,15,11,6,6,-1,-1,-1,1
441,2014,9,19,15,6,4,18,12,1,3,1,-1,1,1
442,2014,9,8,1,15,23,12,8,10,13,0,-1,-1,-1
443,2014,9,11,14,10,8,11,14,5,5,-1,1,1,1
444,2014,9,13,16,10,11,11,14,7,7,0,1,1,1
445,2014,9,4,3,15,18,11,8,10,11,1,1,0,1
446,2014,9,20,9,4,16,13,16,3,7,-1,-1,-1,-1
447,2014,9,7,10,13,13,12,13,7,6,0,1,1,1
448,2014,9,2,12,19,8,5,9,12,7,1,1,1,1
449,2014,9,6,17,11,11,10,13,2,7,1,1,1,1
450,2014,10,18,11,11,12,15,13,4,8,-1,-1,-1,1
451,2014,10,12,7,10,13,15,12,8,8,1,-1,-1,1
452,2014,10,16,8,4,11,14,13,0,4,-1,-1,-1,1
453,2014,10,4,20,15,5,11,16,8,2,1,1,1,1
454,2014,10,9,6,19,13,17,10,7,5,0,1,-1,1
455,2014,10,3,10,19,16,10,13,10,8,1,1,1,1
456,2014,10,14,2,13,20,13,5,6,12,-1,-1,-1,-1
457,2014,10,17,15,13,8,16,17,7,5,-1,-1,0,1
458,2014,10,1,19,24,8,9,18,11,4,1,1,1,1
459,2014,10,13,5,8,17,10,12,7,12,0,-1,0,-1
460,2014,11,4,16,19,5,14,16,10,0,0,1,1,1
461,2014,11,13,8,13,11,13,15,8,10,-1,-1,1,1
462,2014,11,7,17,16,14,14,19,8,4,1,1,1,1
463,2014,11,14,10,11,19,18,17,7,8,0,-1,0,-1
464,2014,11,20,15,5,13,19,14,1,5,1,0,-1,1
465,2014,11,5,6,13,18,10,11,6,8,1,1,1,1
466,2014,11,12,9,13,10,14,12,7,7,-1,-1,-1,1
467,2014,11,19,3,9,20,20,10,3,12,0,-1,-1,-1
468,2014,11,2,18,21,11,5,16,12,1,1,1,1,1
469,2014,11,11,1,13,26,13,10,8,13,-1,-1,-1,-1
470,2014,12,15,12,14,14,20,15,1,7,1,1,1,1
471,2014,12,3,7,22,15,12,11,10,8,1,1,1,1
472,2014,12,8,4,19,17,13,14,7,8,-1,-1,0,-1
473,2014,12,9,6,20,19,18,14,8,11,1,1,-1,-1
474,2014,12,5,20,13,11,15,22,13,4,1,1,1,1
475,2014,12,17,10,13,14,15,16,5,6,-1,-1,0,1
476,2014,12,1,13,28,13,11,15,13,5,1,1,1,1
477,2014,12,18,14,11,12,18,19,1,7,0,-1,1,1
478,2014,12,16,2,5,23,16,5,1,12,0,-1,-1,-1
479,2014,12,11,19,12,6,13,19,7,4,-1,1,1,1
480,2014,13,13,1,12,30,19,11,5,13,0,-1,-1,-1
481,2014,13,18,20,11,11,23,18,4,1,1,1,1,1
482,2014,13,5,9,20,14,16,15,8,15,1,1,1,1
483,2014,13,7,10,16,22,17,19,6,11,1,1,1,1
484,2014,13,19,16,8,6,20,17,6,2,0,-1,-1,1
485,2014,13,8,14,16,17,13,21,7,4,0,1,1,1
486,2014,13,15,6,13,20,17,15,5,7,-1,-1,-1,-1
487,2014,13,4,17,19,14,15,17,8,2,1,1,1,1
488,2014,13,3,2,24,24,6,13,13,10,-1,-1,1,1
489,2014,13,11,12,15,13,18,15,4,7,1,1,1,1
490,2014,14,1,10,30,18,11,18,11,9,1,1,1,1
491,2014,14,20,8,13,16,21,18,1,4,-1,-1,-1,1
492,2014,14,15,12,18,7,22,18,5,3,-1,-1,1,1
493,2014,14,7,19,17,14,14,25,8,7,1,1,1,1
494,2014,14,18,9,9,14,21,16,7,12,0,-1,-1,1
495,2014,14,6,3,21,24,15,9,9,10,1,1,-1,1
496,2014,14,16,5,13,21,18,16,4,8,-1,-1,-1,-1
497,2014,14,4,13,22,13,15,16,10,4,1,1,1,1
498,2014,14,14,2,12,27,19,13,6,10,-1,-1,-1,-1
499,2014,14,11,17,23,14,21,20,8,1,0,1,0,1
500,2014,15,5,3,24,24,10,16,7,12,-1,-1,1,-1
501,2014,15,11,20,8,14,18,24,6,1,1,1,1,1
502,2014,15,18,16,15,14,21,20,1,3,0,-1,0,1
503,2014,15,10,15,18,18,21,23,9,4,0,1,1,1
504,2014,15,9,14,19,13,19,23,6,6,0,1,1,1
505,2014,15,4,8,23,19,17,14,8,8,1,1,1,1
506,2014,15,7,1,15,33,17,11,10,13,1,1,-1,1
507,2014,15,2,12,31,24,14,22,13,6,1,1,1,1
508,2014,15,13,6,14,22,18,15,4,9,1,-1,-1,1
509,2014,15,17,19,14,10,27,22,4,8,1,1,1,1
510,2014,16,20,2,15,32,26,14,1,13,-1,-1,-1,-1
511,2014,16,9,7,20,18,17,21,7,7,-1,-1,-1,1
512,2014,16,17,5,10,25,24,12,8,4,1,-1,-1,-1
513,2014,16,15,4,13,26,23,18,4,10,0,-1,-1,-1
514,2014,16,14,13,14,10,20,19,1,9,1,1,-1,1
515,2014,16,1,19,34,15,13,21,10,2,1,1,1,1
516,2014,16,10,18,24,16,23,27,5,7,1,1,1,1
517,2014,16,16,12,18,17,23,20,5,6,0,-1,-1,1
518,2014,16,6,8,24,17,18,18,6,10,1,1,1,1
519,2014,16,3,11,26,19,17,19,15,7,1,1,1,1
520,2014,17,19,8,15,21,23,19,2,4,-1,-1,-1,1
521,2014,17,4,20,27,15,19,27,10,1,1,1,1,1
522,2014,17,12,3,10,29,20,17,8,15,0,-1,-1,-1
523,2014,17,2,17,33,19,14,24,15,6,1,1,1,1
524,2014,17,7,18,20,11,22,24,10,8,1,1,1,1
525,2014,17,9,14,18,14,22,24,7,4,-1,1,1,1
526,2014,17,16,15,17,15,30,20,6,4,1,1,1,1
527,2014,17,5,11,25,27,13,24,1,7,1,1,1,-1
528,2014,17,10,6,19,28,22,19,7,9,0,-1,-1,-1
529,2014,17,13,1,18,36,21,13,4,10,-1,-1,-1,-1
530,2014,18,20,7,15,22,29,23,0,10,-1,-1,-1,1
531,2014,18,14,17,15,15,24,24,6,2,-1,1,0,1
532,2014,18,19,9,12,21,26,24,5,8,-1,-1,-1,1
533,2014,18,12,11,27,18,27,23,4,4,-1,1,1,1
534,2014,18,1,5,38,29,13,19,10,13,1,1,1,1
535,2014,18,18,4,19,28,27,13,3,3,-1,-1,-1,-1
536,2014,18,6,16,30,20,21,32,10,9,1,1,1,1
537,2014,18,3,10,30,18,18,23,13,4,1,1,1,1
538,2014,18,8,13,22,11,19,21,7,8,1,1,1,1
539,2014,18,15,2,17,36,23,14,4,15,-1,-1,-1,-1
540,2014,19,7,3,24,33,24,19,10,13,0,1,-1,1
541,2014,19,8,9,22,23,24,19,8,9,1,1,1,1
542,2014,19,2,19,39,12,15,27,15,4,0,1,1,1
543,2014,19,15,18,21,20,34,30,6,2,0,1,1,1
544,2014,19,13,14,11,16,22,27,7,5,0,1,1,1
545,2014,19,6,5,29,32,21,22,10,10,-1,1,1,-1
546,2014,19,4,1,31,40,14,13,6,12,0,1,1,-1
547,2014,19,17,20,18,16,25,31,5,0,-1,1,-1,1
548,2014,19,10,12,19,27,26,28,4,4,1,1,1,1
549,2014,19,11,16,19,18,23,26,7,4,1,1,1,1
550,2014,20,4,6,32,34,15,23,7,10,1,1,1,-1
551,2014,20,5,2,24,41,24,14,11,10,1,1,1,1
552,2014,20,1,14,41,16,17,27,13,6,1,1,1,1
553,2014,20,10,19,22,14,28,29,6,4,0,1,1,1
554,2014,20,15,13,18,29,26,31,4,3,1,-1,1,-1
555,2014,20,7,17,30,18,23,28,7,4,0,1,1,1
556,2014,20,16,9,21,24,34,23,7,6,0,-1,-1,1
557,2014,20,8,20,26,17,25,31,8,3,0,1,1,1
558,2014,20,12,18,11,20,22,30,5,3,0,1,1,1
559,2014,20,11,3,21,33,23,19,10,11,0,-1,0,-1
560,2014,21,12,2,29,44,33,19,3,13,0,1,0,-1
561,2014,21,20,13,19,11,33,22,4,3,1,-1,0,1
562,2014,21,15,6,20,29,30,27,3,13,1,-1,-1,1
563,2014,21,5,11,34,22,25,24,10,8,1,1,1,1
564,2014,21,16,8,18,28,30,27,5,8,-1,-1,1,1
565,2014,21,14,18,19,20,29,26,4,6,1,1,1,1
566,2014,21,9,7,25,31,24,24,7,5,0,-1,-1,-1
567,2014,21,17,19,17,22,32,35,5,5,1,1,1,1
568,2014,21,1,10,44,25,19,31,10,4,1,1,1,1
569,2014,21,4,3,34,34,20,15,9,10,-1,1,1,-1
570,2014,22,11,3,25,35,33,15,4,13,-1,1,-1,-1
571,2014,22,7,18,32,20,25,27,5,6,1,1,1,1
572,2014,22,15,8,11,29,23,27,3,11,-1,-1,0,1
573,2014,22,17,13,19,22,33,31,5,5,-1,-1,-1,1
574,2014,22,12,14,30,20,34,29,1,4,0,1,1,1
575,2014,22,2,5,45,37,20,25,11,10,-1,-1,1,1
576,2014,22,6,16,30,18,29,31,10,4,1,1,1,1
577,2014,22,19,4,23,34,37,21,5,6,-1,-1,-1,-1
578,2014,22,9,1,26,46,25,19,8,10,-1,-1,-1,-1
579,2014,22,20,10,20,22,33,27,7,7,-1,-1,-1,1
580,2014,23,13,12,25,30,33,34,8,2,-1,1,1,-1
581,2014,23,14,17,19,21,33,36,1,5,1,1,1,1
582,2014,23,18,11,20,26,30,35,6,4,-1,-1,1,1
583,2014,23,15,6,20,32,29,30,5,10,-1,-1,-1,-1
584,2014,23,4,9,37,26,16,30,13,5,-1,1,1,1
585,2014,23,7,8,31,35,27,25,13,5,1,1,1,1
586,2014,23,1,2,51,45,19,22,10,8,0,1,1,-1
587,2014,23,5,16,39,11,25,25,12,2,1,1,1,1
588,2014,23,3,20,36,20,21,34,8,7,1,1,1,1
589,2014,23,10,19,23,23,27,39,10,2,1,1,1,1
590,2014,24,9,14,27,21,30,33,5,4,0,1,0,1
591,2014,24,5,6,35,44,30,25,10,12,1,1,0,-1
592,2014,24,20,13,21,25,37,34,7,8,-1,-1,-1,1
593,2014,24,11,10,29,26,35,28,7,10,0,-1,0,1
594,2014,24,2,18,46,20,23,33,6,3,0,1,1,1
595,2014,24,19,3,24,37,42,17,2,10,-1,-1,-1,-1
596,2014,24,12,7,31,33,34,27,5,13,0,-1,1,1
597,2014,24,17,15,21,20,38,32,5,5,0,-1,1,1
598,2014,24,16,1,11,52,30,20,2,8,-1,-1,-1,-1
599,2014,24,8,4,35,39,27,22,5,8,0,-1,0,-1
600,2014,25,15,17,22,24,34,43,4,1,-1,1,1,1
601,2014,25,3,19,40,23,23,40,8,5,1,1,1,1
602,2014,25,4,8,38,36,17,28,12,6,0,1,1,1
603,2014,25,14,9,22,28,34,31,6,6,1,1,1,1
604,2014,25,13,11,26,30,34,36,10,5,0,1,1,1
605,2014,25,5,20,45,21,27,38,9,4,1,1,1,1
606,2014,25,1,12,54,31,21,34,10,6,1,1,1,1
607,2014,25,7,6,33,37,27,31,11,12,1,1,0,1
608,2014,25,16,18,21,12,34,32,4,1,1,1,1,1
609,2014,25,10,2,27,47,29,24,8,6,-1,1,-1,-1
610,2014,26,7,8,39,36,34,28,9,6,0,1,0,-1
611,2014,26,12,20,31,22,35,40,6,3,0,1,1,1
612,2014,26,2,11,51,31,25,37,6,5,1,1,1,1
613,2014,26,5,6,38,36,17,29,10,13,-1,1,-1,-1
614,2014,26,19,10,12,28,34,33,0,7,-1,-1,-1,1
615,2014,26,9,4,28,43,33,24,5,10,1,1,-1,-1
616,2014,26,16,14,22,24,36,34,4,8,0,1,1,1
617,2014,26,15,17,23,26,34,43,4,3,1,1,1,1
618,2014,26,1,18,55,24,21,43,13,4,0,1,1,1
619,2014,26,13,3,27,47,35,28,10,12,-1,-1,-1,-1
620,2014,27,9,12,38,28,30,37,6,7,-1,1,0,1
621,2014,27,18,8,25,30,44,34,2,7,-1,-1,-1,1
622,2014,27,4,16,44,22,26,36,10,5,1,1,1,1
623,2014,27,17,6,27,41,45,36,3,10,-1,-1,-1,-1
624,2014,27,11,19,31,13,42,36,5,0,1,1,1,1
625,2014,27,20,1,24,56,42,22,1,11,-1,-1,-1,-1
626,2014,27,5,2,38,56,29,25,13,8,1,-1,-1,1
627,2014,27,13,7,24,38,34,19,6,7,1,1,-1,1
628,2014,27,3,14,49,33,29,37,12,6,1,1,1,1
629,2014,27,10,15,30,25,34,35,10,7,1,1,1,1
630,2014,28,7,12,38,31,20,38,4,7,1,1,1,1
631,2014,28,10,1,39,59,33,23,3,11,-1,-1,-1,-1
632,2014,28,15,16,25,22,36,38,7,5,0,0,1,1
633,2014,28,6,9,43,31,37,34,10,10,1,1,1,1
634,2014,28,2,20,57,25,27,45,8,1,1,1,1,1
635,2014,28,11,4,32,46,42,26,8,10,-1,-1,-1,-1
636,2014,28,18,3,28,51,47,29,3,12,-1,-1,-1,-1
637,2014,28,17,13,13,25,37,34,0,8,1,0,-1,1
638,2014,28,5,19,40,25,30,45,13,2,1,1,1,1
639,2014,28,8,14,31,33,34,39,10,5,1,1,1,1
640,2014,29,18,2,25,59,47,27,2,10,1,-1,-1,-1
641,2014,29,3,10,53,39,30,34,12,3,1,1,1,1
642,2014,29,17,16,23,15,39,38,3,3,-1,1,-1,1
643,2014,29,12,19,31,29,39,49,7,3,1,1,1,1
644,2014,29,1,6,60,39,23,20,13,7,0,1,1,-1
645,2014,29,20,15,25,26,47,37,1,8,0,0,-1,1
646,2014,29,14,11,33,32,41,43,2,5,1,-1,1,1
647,2014,29,9,5,33,42,37,30,7,13,-1,1,0,-1
648,2014,29,13,8,26,33,36,34,8,10,1,-1,-1,1
649,2014,29,4,7,47,46,26,39,10,10,1,1,1,-1
650,2014,30,15,1,26,61,37,24,8,11,-1,-1,-1,-1
651,2014,30,6,18,40,26,21,47,5,4,1,1,1,1
652,2014,30,12,3,32,56,46,30,4,15,-1,-1,-1,-1
653,2014,30,7,20,46,25,42,47,7,2,1,1,1,1
654,2014,30,5,4,43,50,30,26,15,12,-1,1,1,-1
655,2014,30,16,8,19,33,38,38,6,6,-1,-1,0,1
656,2014,30,9,17,39,23,37,43,2,2,1,1,1,1
657,2014,30,2,14,59,27,28,36,9,10,1,1,1,1
658,2014,30,19,13,30,36,52,41,3,4,-1,-1,-1,1
659,2014,30,10,11,33,34,35,40,9,7,-1,1,1,1
660,2014,31,14,19,27,31,39,54,7,0,-1,1,1,1
661,2014,31,12,7,38,42,42,21,7,7,1,1,-1,1
662,2014,31,11,4,36,62,41,28,9,9,1,-1,-1,-1
663,2014,31,20,9,28,40,51,37,2,4,1,-1,-1,1
664,2014,31,18,6,26,50,49,45,4,10,0,-1,-1,-1
665,2014,31,1,10,64,34,26,37,11,9,1,1,1,1
666,2014,31,8,16,34,28,38,40,9,5,1,1,1,1
667,2014,31,2,5,58,44,31,32,15,12,1,1,1,1
668,2014,31,3,17,52,19,27,39,12,6,1,1,1,1
669,2014,31,15,13,23,33,44,48,2,3,1,1,1,1
670,2014,32,6,17,42,29,22,43,7,2,1,1,1,1
671,2014,32,16,11,24,38,44,42,4,12,-1,1,1,1
672,2014,32,5,13,45,33,36,49,9,3,1,1,1,1
673,2014,32,9,10,41,35,39,39,3,6,0,1,1,1
674,2014,32,18,2,26,62,49,32,4,15,-1,-1,-1,-1
675,2014,32,3,4,55,63,28,30,15,6,1,1,1,1
676,2014,32,8,12,37,39,39,42,9,9,0,1,1,1
677,2014,32,14,20,28,30,43,52,6,4,-1,1,-1,1
678,2014,32,19,1,35,66,55,27,3,13,-1,-1,-1,-1
679,2014,32,7,15,50,20,45,42,10,6,-1,1,1,1
680,2014,33,14,6,33,50,51,46,0,7,-1,-1,-1,-1
681,2014,33,4,10,65,42,34,40,6,4,1,1,1,1
682,2014,33,15,19,21,35,42,56,9,3,0,1,1,1
683,2014,33,12,20,40,26,43,50,10,4,1,1,1,1
684,2014,33,1,3,67,59,27,30,13,15,1,1,1,1
685,2014,33,2,17,63,25,32,48,15,4,0,1,1,1
686,2014,33,11,13,42,30,43,46,12,3,-1,-1,1,1
687,2014,33,16,5,29,47,45,36,2,9,1,-1,-1,-1
688,2014,33,18,8,33,38,54,40,7,7,1,-1,-1,1
689,2014,33,9,7,36,44,40,22,4,10,1,1,1,1
690,2014,34,13,5,32,47,46,37,6,6,0,-1,-1,1
691,2014,34,19,11,38,42,59,42,4,4,0,-1,-1,1
692,2014,34,12,15,42,30,45,45,12,4,-1,1,1,1
693,2014,34,2,1,63,68,32,27,13,13,0,1,-1,-1
694,2014,34,7,6,45,53,24,47,7,7,0,-1,1,1
695,2014,34,3,16,67,24,34,45,6,7,1,1,1,1
696,2014,34,14,8,34,38,54,42,0,7,-1,-1,-1,1
697,2014,34,20,17,26,35,51,54,4,10,-1,0,0,1
698,2014,34,10,4,41,59,43,31,13,12,1,-1,0,-1
699,2014,34,9,18,38,25,41,48,4,4,0,1,1,1
700,2014,35,1,12,68,42,27,47,13,9,1,1,1,1
701,2014,35,14,11,26,44,48,43,4,13,1,1,1,1
702,2014,35,17,2,32,63,45,32,6,11,-1,-1,-1,-1
703,2014,35,6,3,55,70,49,36,8,9,-1,1,1,-1
704,2014,35,8,10,41,39,44,42,10,5,1,1,1,1
705,2014,35,16,15,36,36,54,57,12,0,1,-1,1,1
706,2014,35,9,20,42,26,42,52,5,1,1,1,1,1
707,2014,35,5,19,47,38,37,59,4,5,1,1,1,1
708,2014,35,18,7,26,47,49,26,5,7,1,-1,-1,-1
709,2014,35,4,13,59,32,34,46,9,4,-1,1,1,1
710,2014,36,1,5,69,49,27,38,13,7,0,1,1,1
711,2014,36,14,10,29,43,50,42,7,5,1,1,1,1
712,2014,36,17,13,36,33,60,46,0,7,0,1,1,1
713,2014,36,15,7,39,48,54,28,15,4,1,-1,-1,-1
714,2014,36,12,4,42,59,48,35,6,6,-1,-1,-1,-1
715,2014,36,3,8,66,43,33,44,11,10,-1,1,1,1
716,2014,36,2,20,71,39,36,61,9,5,1,1,1,1
717,2014,36,11,16,46,28,46,50,10,8,-1,1,0,1
718,2014,36,18,19,33,26,48,53,6,1,-1,0,-1,1
719,2014,36,9,6,39,55,44,50,5,5,1,1,1,-1
720,2014,37,13,1,34,70,47,28,8,11,1,-1,-1,-1
721,2014,37,15,14,30,41,50,54,8,15,0,0,0,1
722,2014,37,4,3,61,66,36,34,6,8,0,-1,0,-1
723,2014,37,7,16,48,30,30,50,4,10,1,1,1,1
724,2014,37,6,18,55,33,53,49,4,6,1,1,1,1
725,2014,37,8,2,44,77,44,36,10,12,-1,-1,-1,-1
726,2014,37,20,17,39,37,67,61,2,1,1,-1,1,1
727,2014,37,19,9,27,42,53,44,3,8,0,-1,-1,1
728,2014,37,5,12,50,43,39,50,8,3,-1,1,1,1
729,2014,37,11,10,43,46,43,48,5,7,-1,-1,-1,1
730,2014,38,15,12,38,44,63,45,1,4,1,1,-1,1
731,2014,38,18,4,33,62,51,37,6,4,0,-1,-1,-1
732,2014,38,3,13,67,37,35,47,6,11,1,1,1,1
733,2014,38,1,16,70,30,31,50,8,9,1,1,1,1
734,2014,38,11,5,48,57,49,53,9,7,-1,-1,1,-1
735,2014,38,14,20,41,41,54,68,13,5,1,1,1,1
736,2014,38,10,8,46,46,51,48,3,9,1,1,1,1
737,2014,38,2,7,81,54,38,31,15,4,1,1,1,-1
738,2014,38,17,19,31,27,56,53,7,4,-1,1,1,1
739,2014,38,9,6,42,51,44,42,8,5,1,1,-1,-1
740,2015,2,6,15,2,2,2,2,1,1,1,1,1,1
741,2015,2,8,2,2,4,0,2,3,3,-1,-1,-1,-1
742,2015,2,16,5,2,2,2,2,1,1,-1,-1,-1,1
743,2015,2,12,18,2,0,2,3,1,0,0,1,0,1
744,2015,2,1,17,3,2,0,2,3,1,1,1,1,1
745,2015,2,13,14,0,0,1,1,0,0,0,1,1,1
746,2015,2,20,9,2,1,4,3,0,0,-1,-1,-1,1
747,2015,2,10,4,1,1,0,0,3,3,-1,-1,-1,-1
748,2015,2,3,19,1,0,0,1,3,0,1,1,1,1
749,2015,2,7,11,3,0,1,2,3,0,-1,-1,1,1
750,2015,3,11,13,3,0,2,2,3,0,-1,-1,0,1
751,2015,3,12,18,2,2,2,5,2,1,0,1,1,1
752,2015,3,7,1,5,6,2,0,4,6,-1,-1,-1,-1
753,2015,3,4,17,2,2,0,4,6,1,0,1,1,1
754,2015,3,5,14,4,1,3,1,3,3,1,1,1,1
755,2015,3,2,15,6,2,3,3,6,1,0,1,1,1
756,2015,3,8,16,4,2,4,3,3,1,0,1,1,1
757,2015,3,9,3,2,2,3,0,3,6,0,-1,0,-1
758,2015,3,20,10,0,2,3,5,1,1,-1,-1,-1,1
759,2015,3,19,6,3,4,7,2,0,4,0,-1,-1,-1
760,2015,4,11,3,4,7,5,4,3,7,0,-1,-1,-1
761,2015,4,13,2,5,6,7,4,4,6,-1,-1,-1,-1
762,2015,4,1,17,8,2,0,2,9,3,1,1,1,1
763,2015,4,12,20,2,4,3,8,3,1,0,1,1,1
764,2015,4,7,8,2,6,0,6,7,3,-1,1,-1,-1
765,2015,4,16,9,3,5,4,4,2,4,0,-1,1,-1
766,2015,4,10,14,2,5,5,5,2,4,1,1,1,-1
767,2015,4,4,5,5,2,3,0,5,7,1,1,1,1
768,2015,4,19,6,2,2,4,3,2,4,-1,-1,-1,1
769,2015,4,18,15,3,2,4,6,2,1,-1,-1,1,1
770,2015,5,7,17,5,6,4,9,5,4,1,1,1,1
771,2015,5,9,16,5,5,8,6,4,4,1,1,1,1
772,2015,5,5,20,9,2,6,5,6,2,1,1,1,1
773,2015,5,13,8,2,7,4,4,3,8,1,-1,-1,-1
774,2015,5,14,11,3,5,6,5,4,5,0,-1,1,1
775,2015,5,6,1,8,10,5,0,9,12,-1,-1,-1,-1
776,2015,5,2,15,8,4,5,5,8,4,1,1,1,1
777,2015,5,4,18,3,3,3,5,7,2,1,1,1,1
778,2015,5,3,10,3,2,2,3,7,7,1,1,1,1
779,2015,5,19,12,6,3,10,4,2,3,-1,-1,0,1
780,2015,6,7,6,7,8,5,5,8,8,0,1,1,1
781,2015,6,9,8,4,8,4,6,6,9,1,1,1,-1
782,2015,6,13,11,3,8,6,9,7,7,0,1,1,-1
783,2015,6,16,2,5,6,5,3,6,10,-1,-1,-1,-1
784,2015,6,14,20,6,6,9,11,4,2,1,1,1,1
785,2015,6,15,5,7,5,12,3,4,10,1,-1,-1,-1
786,2015,6,19,10,2,3,7,4,2,6,-1,-1,-1,0
787,2015,6,1,3,11,11,0,6,15,9,-1,1,1,1
788,2015,6,17,12,6,3,8,6,4,5,-1,-1,0,1
789,2015,6,18,4,3,11,7,7,2,11,0,-1,-1,-1
790,2015,7,9,18,4,6,7,9,5,1,1,1,0,1
791,2015,7,19,14,3,9,9,12,1,6,0,0,0,-1
792,2015,7,15,5,4,8,6,5,8,8,-1,-1,-1,-1
793,2015,7,6,2,5,12,4,2,9,12,1,1,-1,1
794,2015,7,13,7,5,8,5,7,8,6,-1,-1,-1,1
795,2015,7,8,4,13,5,9,5,9,10,-1,-1,1,-1
796,2015,7,3,12,13,9,7,10,9,8,0,1,1,1
797,2015,7,10,11,7,7,8,5,5,8,1,1,1,1
798,2015,7,1,20,9,6,5,13,10,2,1,1,1,1
799,2015,7,17,16,5,8,9,9,3,7,1,1,1,1
800,2015,8,15,12,9,5,11,6,7,7,0,-1,-1,0
801,2015,8,1,20,13,5,6,11,9,2,1,1,1,1
802,2015,8,16,9,11,10,14,9,7,8,-1,-1,-1,1
803,2015,8,18,14,8,7,12,10,1,5,-1,-1,-1,1
804,2015,8,13,5,11,15,12,14,6,6,-1,-1,-1,-1
805,2015,8,11,8,8,9,8,5,5,11,0,1,0,-1
806,2015,8,2,3,10,12,7,5,10,10,1,1,1,1
807,2015,8,4,17,9,6,7,9,9,7,1,1,1,1
808,2015,8,19,6,6,15,16,9,2,10,0,-1,-1,-1
809,2015,8,7,10,11,7,7,9,8,5,0,-1,1,1
810,2015,9,8,5,13,17,10,15,10,8,0,-1,1,-1
811,2015,9,7,10,11,8,7,10,11,5,0,-1,1,1
812,2015,9,15,2,6,13,7,7,7,12,-1,-1,-1,-1
813,2015,9,18,16,6,12,17,14,1,5,1,1,1,1
814,2015,9,13,20,6,8,11,18,7,2,1,1,1,1
815,2015,9,1,17,19,10,7,12,9,5,1,1,1,1
816,2015,9,12,19,12,8,17,13,4,1,1,1,1,1
817,2015,9,9,3,12,12,8,8,9,9,-1,-1,-1,-1
818,2015,9,14,11,10,8,10,10,5,7,-1,-1,-1,-1
819,2015,9,6,4,11,17,7,11,9,11,-1,1,1,1
820,2015,10,2,11,16,12,7,11,12,8,1,1,1,1
821,2015,10,16,10,14,7,20,11,5,7,-1,-1,-1,1
822,2015,10,9,8,8,15,10,12,6,8,0,1,1,1
823,2015,10,3,15,20,14,12,17,11,7,1,1,1,1
824,2015,10,20,12,8,10,15,11,0,2,-1,-1,0,1
825,2015,10,18,19,8,12,19,19,1,4,1,1,1,1
826,2015,10,17,6,11,11,17,7,4,11,-1,-1,-1,-1
827,2015,10,4,1,15,24,8,8,12,9,0,-1,-1,1
828,2015,10,5,7,19,12,17,10,8,6,1,1,1,1
829,2015,10,14,13,9,6,10,10,10,7,-1,-1,-1,-1
830,2015,11,9,19,13,11,13,19,5,4,1,1,1,1
831,2015,11,10,4,12,15,11,8,6,10,0,-1,-1,-1
832,2015,11,7,17,16,12,13,22,8,4,1,1,1,1
833,2015,11,18,14,12,9,22,12,4,10,0,1,1,1
834,2015,11,12,3,8,20,11,17,9,8,-1,-1,-1,-1
835,2015,11,5,20,16,9,8,17,11,0,1,1,1,1
836,2015,11,15,8,15,9,19,11,7,7,-1,-1,-1,0
837,2015,11,11,6,8,22,10,13,7,11,1,1,-1,-1
838,2015,11,1,16,24,14,8,21,7,2,1,1,1,1
839,2015,11,13,2,12,18,12,8,5,12,-1,-1,-1,-1
840,2015,12,10,8,12,12,12,11,9,7,-1,-1,-1,-1
841,2015,12,20,1,10,26,20,9,0,10,0,-1,-1,-1
842,2015,12,3,11,23,10,19,10,10,7,1,1,1,1
843,2015,12,15,14,15,12,23,15,1,4,1,1,0,1
844,2015,12,6,9,22,19,15,15,8,7,0,1,1,-1
845,2015,12,18,17,12,12,24,22,1,5,-1,0,1,1
846,2015,12,4,13,15,10,8,14,8,6,1,1,1,1
847,2015,12,2,5,21,19,8,9,15,11,0,1,1,-1
848,2015,12,19,7,13,18,25,13,4,11,-1,-1,-1,1
849,2015,12,12,16,9,16,12,22,10,4,1,1,1,1
850,2015,13,14,19,12,12,16,25,4,1,0,1,1,1
851,2015,13,17,1,13,25,22,20,7,13,-1,-1,-1,-1
852,2015,13,5,6,20,23,10,16,9,8,1,1,1,-1
853,2015,13,15,16,16,16,23,23,3,3,1,1,1,1
854,2015,13,10,18,14,13,12,26,7,4,-1,1,1,1
855,2015,13,13,2,11,17,12,8,7,8,-1,-1,-1,-1
856,2015,13,12,4,10,22,16,9,6,13,1,1,-1,-1
857,2015,13,3,9,26,13,9,14,11,6,-1,1,1,1
858,2015,13,7,20,20,10,16,20,5,1,1,1,1,1
859,2015,13,8,11,19,10,13,12,11,10,-1,1,1,-1
